"totmou","totrev","creditcd","eqpdays","Customer_ID"
11478,2277.8,"Y",447,1003382
5637,412.09,"Y",310,1049509
18583,2994.18,"N",246,1007850
1484,523.82,"Y",325,1059006
7428,1220.45,"Y",271,1020287
12960,2456.42,"Y",635,1023350
14181,1877.4,"Y",239,1025393
8807,673.47,"Y",25,1087920
28732,2963.23,"Y",287,1066703
2655,577.67,"Y",425,1053373
1965,308.8,"Y",202,1082720
5726,1189.1,"Y",1315,1098201
8347,467.16,"N",188,1095329
20492,1326.75,"Y",504,1057033
11452,534.85,"Y",136,1078876
1206,992.47,"Y",985,1007985
3651,455.4,"Y",247,1071708
10709,956.77,"N",218,1084093
4185,267.97,"Y",188,1092708
2228,564.01,"Y",220,1096240
9001,1329.62,"Y",762,1014189
12678,1459.23,"N",872,1097652
14431,1845.72,"Y",769,1017509
341,635.62,"Y",308,1083308
618,886.33,"Y",418,1061881
12122,1054.33,"Y",54,1016934
658,497.01,"Y",374,1081326
13273,1244.05,"N",535,1053006
8658,833.35,"N",388,1077428
67399.05667,6179.28,"Y",299,1000211
4904,587.16,"Y",532,1032517
23,165.53,"Y",14,1096976
2574,462.97,"Y",355,1071730
60040,5709.45,"Y",367,1000957
11070,1650.58,"Y",56,1031126
4936,1709.17,"Y",209,1001602
9072,978.41,"Y",326,1069138
4265,561.37,"N",300,1073252
3234,452.1,"N",302,1084991
7835,1143.66,"Y",687,1019269
9534,845.31,"Y",374,1081583
2777,441.91,"Y",613,1025069
718,326.35,"N",359,1063342
2714,1018.9,"Y",970,1012561
2014,658.75,"N",682,1024492
5123,876.67,"Y",415,1062255
5681,434.79,"Y",221,1076927
1970,428.66,"Y",127,1084350
3885,456.15,"Y",411,1063017
2754,951.05,"Y",832,1013832
1425,183.92,"Y",439,1057703
6020,1759.03,"Y",625,1043167
4626,268.57,"N",205,1081693
5799,831.78,"Y",597,1030440
7376,1205.59,"Y",711,1017251
9019,1636.03,"Y",614,1044211
12005,1204,"N",0,1044974
3053,403.01,"N",244,1095528
12932,1115.84,"N",522,1047507
3670,742,"N",479,1040723
11699,1605.2,"N",259,1025315
15861,894.71,"N",112,1075197
15927,2307.37,"Y",500,1049910
10430,1471.62,"Y",579,1028648
2692,231.05,"Y",213,1077127
17248,1757.94,"N",486,1013725
11035,1952.18,"Y",304,1091963
2809,615.59,"Y",481,1040562
5407,1081.09,"Y",131,1009884
9323,970.65,"Y",568,1031370
10130,989.35,"N",330,1058035
5425,744.29,"",91,1093201
4929,525.09,"Y",227,1075511
1078,743.56,"Y",311,1082120
10208,705.31,"Y",339,1074609
2883,934.83,"",89,1017717
2419,492.8,"Y",310,1061814
2735,614.15,"",508,1027781
2424,597.53,"Y",404,1073784
4447,680.51,"N",241,1087651
2475,335.37,"Y",319,1060313
7627,896.58,"Y",168,1033216
1172,472.18,"N",780,1016709
14230,1206.48,"N",182,1001452
373,372.62,"Y",611,1025224
45242,4536.25,"Y",238,1003734
2563,759.55,"Y",650,1027483
950,440.01,"Y",295,1092742
5188,1419.29,"Y",437,1013135
3980,596.17,"N",111,1076969
5374,536.33,"N",437,1068574
917,281.46,"Y",373,1081810
380,812.05,"Y",585,1027744
12,199.97,"Y",82,1086747
1493,879.24,"Y",795,1013756
2437,646.89,"N",518,1037073
6416,551.77,"Y",97,1033738
4614,827.34,"Y",147,1039785
18859,1186.94,"Y",174,1004658
2466,422.56,"Y",393,1076337
4188,1058.94,"Y",953,1006174
376,515.16,"Y",225,1089089
5982,406.12,"Y",345,1073469
4970,195.81,"N",362,1085213
10705,1751.94,"Y",814,1017574
3871,694.84,"Y",382,1051113
4951,886.84,"Y",510,1009578
2048,583.87,"Y",366,1069978
10117,1427.15,"Y",558,1033513
4212,618.15,"Y",326,1023196
7325,1965.97,"Y",809,1001487
258,319.77,"N",258,1084660
4946,702.58,"Y",743,1029644
13445,866.38,"Y",636,1036119
95,211.44,"",589,1027292
1618,772.63,"N",494,1050684
7440,435.05,"N",241,1087631
5431,1139.14,"Y",857,1099405
5178,682.54,"Y",378,1079987
13117,1839.27,"Y",228,1036133
9986,859.12,"Y",322,1059643
8900,921.26,"N",520,1047576
10495,926.46,"N",64,1040919
3787,366.19,"N",2,1076965
2809,916.73,"Y",866,1018261
2039.016667,1075.41,"Y",1479,1000672
11749,772.81,"Y",124,1070707
13501,1483.11,"N",143,1064812
4649,1102.34,"Y",11,1031353
9704,929.33,"N",426,1060566
4011,391.87,"N",101,1090002
5004,665.55,"Y",765,1016239
11669,908.92,"Y",142,1032487
11493,883.19,"Y",171,1072070
5580,598.53,"Y",404,1048538
1454,266.05,"N",184,1086866
7378,738.9,"Y",625,1043217
14636,1795.76,"N",433,1014824
2550,559.83,"Y",318,1053953
4249,679.94,"Y",429,1032541
6526,1423.18,"Y",157,1018701
15077,926.71,"Y",319,1090388
1698,662.92,"Y",365,1062986
11284,1159.12,"N",120,1050042
656,727.8,"Y",929,1098960
5743,673.82,"Y",469,1063413
21108,1198.04,"Y",99,1073117
4759,925.01,"Y",802,1097663
10783,1044.19,"N",457,1049379
18307,1760.04,"Y",85,1018901
5407,870.91,"Y",539,1019514
8111,847.97,"Y",613,1044297
3386,680.58,"Y",730,1014679
16477,1263.83,"Y",124,1045383
7843,1468.82,"N",369,1015265
10831,916.4,"Y",133,1092602
9395,1153.8,"",683,1024369
4575,430.34,"N",362,1070508
3343,771.14,"Y",30,1027419
3014,604.96,"Y",287,1065829
3518,505,"Y",404,1048495
5972,493.66,"Y",264,1089744
10260,1186.14,"Y",695,1018390
4319,393.9,"Y",310,1071492
2607,694.57,"",310,1082758
15218,1288.1,"Y",469,1045499
6142,741.63,"",311,1091319
11788,1712.41,"N",329,1058221
16056,800.29,"N",367,1069830
9862,849.16,"Y",679,1030474
1630,285.36,"Y",228,1075383
27080,2559.42,"Y",390,1024268
6205,1918.63,"Y",838,1013565
6775,731.31,"Y",274,1043665
4471,582.07,"Y",265,1056584
16488.01667,2954.67,"Y",226,1000072
2125,763.95,"Y",616,1026843
1788,879.45,"Y",793,1024129
5855,633.75,"Y",455,1043286
4253,661.75,"Y",376,1061234
33518.12667,3902.14,"Y",456,1000368
1709,494.46,"N",322,1069579
432,467.6,"Y",625,1037171
2125,747.32,"Y",751,1026995
8761,756.12,"Y",315,1080723
10775,798.17,"Y",173,1029189
897,611.51,"Y",486,1031188
10452,1239.91,"Y",787,1020133
9024,404.77,"N",312,1081973
2041,471.1,"N",59,1018668
2394,497.05,"Y",396,1064764
4478,483.9,"N",227,1096064
3388,869.8,"N",609,1025430
23353,2697.4,"Y",184,1023874
3132,1019.87,"Y",1134,1003559
410,330.72,"N",273,1079356
6281,594.67,"Y",219,1077334
15428,1491.57,"N",392,1024722
4113,714.93,"N",628,1023845
17025,1407.63,"Y",98,1046359
9088,582.48,"Y",134,1067640
16688,2095.19,"Y",118,1035287
5509,2013.73,"",43,1009168
5708,1315.99,"Y",56,1012528
12709,1111.91,"Y",359,1028716
4038,688.28,"Y",389,1043384
14815,1167.21,"N",670,1038657
862,745.46,"Y",699,1027156
4070,485.2,"Y",369,1052687
23502,2266.16,"Y",393,1006629
2485,398.79,"Y",52,1083468
9848,750.96,"Y",258,1090444
16582,3164.17,"Y",291,1021351
2268,824.98,"Y",680,1020074
6566,906.69,"N",560,1050126
3529,480.95,"Y",337,1083350
2897,217.59,"Y",316,1070165
3084,351.12,"Y",223,1072459
1306,422.7,"N",562,1031740
10938,1421.23,"Y",569,1038111
9241,2396.94,"Y",362,1053417
10041,1379.36,"Y",248,1098372
2583,784,"Y",393,1076356
4703,504.14,"N",233,1074103
